methodA,methodB,isGolden,modelProbability,answerValue,answerer,image,crop,base_url,comparison_id
ours_gan_high,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IJtT8S9l3d3S4-ukU
bpg_med_2_v2,bpg_med_3_v2,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IK6N0PPMTP9sTynLr
bpg_med_2_v2,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IK72BW5t8aCzFDPAU
bpg_med_2_v2,minnen_mse_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IK9xJnuyBQBs34dbH
bpg_med_2_v2,ours_gan_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IKI6jYNXo4K0r8UJy
ours_gan_low,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IKJ_KBE4OcssJZlub
minnen_mse_med,ours_gan_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IKTKlNPLD9UgAxGTx
bpg_med_2_v2,minnen_mse_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IK_6yXRQI19L18dZP
minnen_mse_high,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IKa0dXMsVdEs5tzbd
minnen_mse_high,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,18089fbcc1e1cec439176833d87eda1d.png,"[345, 483, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IKfqIA6jkeqH6dhfJ
minnen_mse_low,ours_gan_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IL0unI-Oe7T4Dibvk
ours_gan_med,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IL4tLVaVJeIISihT4
minnen_mse_low,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IL7sw30WUpuX1N9il
bpg_med_3_v2,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ILFn0MSMzQQdNQgoz
bpg_med_3_v2,minnen_mse_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ILJQw6b4WL5hG8yZv
minnen_mse_med,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ILQQ7wntLL8DGvSl_
bpg_med_3_v2,minnen_mse_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ILR_ORiX_XGAqADyP
minnen_mse_med,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ILVEoxDpt7kJSANEg
ours_gan_high,ours_gan_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ILg15zGmD4V7s96SQ
ours_gan_high,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ILiSp7KTzVlB_yQbB
bpg_med_2_v2,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ILpEq1JBRN1DJ2oKo
bpg_med_2_v2,bpg_med_3_v2,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ILqCyoWHe8RCewKzu
bpg_med_2_v2,minnen_mse_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ILvh_doRVZ9FCfNBx
minnen_mse_med,ours_gan_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ILysIFCtFqUtlVSUC
ours_gan_high,ours_gan_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IM5m24jkHxSIzts-w
ours_gan_low,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IM7Ef8I1KiHlC-Wnl
minnen_mse_high,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IM9FJRlhOZXmaFLbg
bpg_med_2_v2,minnen_mse_high,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IMDgs-U11Sc-Ws1oG
bpg_med_3_v2,minnen_mse_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,ad249bba099568403dc6b97bc37f8d74.png,"[356, 59, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IMICWc8osnWH4GApJ
minnen_mse_low,ours_gan_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IMXOjoAsAzvrM_2wz
ours_gan_med,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IMZubS8ZWtQNKCRc4
minnen_mse_low,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IMdGtA-lZQike25Q4
bpg_med_3_v2,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IMhXkic7297fs16Bm
bpg_med_3_v2,ours_gan_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IMk_C95cGZ_-zAf_c
bpg_med_3_v2,minnen_mse_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IMpDZGgQ1b8CZzFah
minnen_mse_med,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IMqVMVTlUEByeYcxe
bpg_med_3_v2,ours_gan_high,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IMx1gDOMaIMH5mpxt
ours_gan_high,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IN-6l5hhM3Ctn45wO
minnen_mse_low,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IN2wri4TO8bVTLExX
bpg_med_2_v2,bpg_med_3_v2,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IN6psjafQtOJjh5li
bpg_med_2_v2,minnen_mse_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IN9aZ9fF7UkTePmSH
bpg_med_2_v2,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8INAwcbdvb-IXK-ded
bpg_med_3_v2,ours_gan_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8INFxquZCAtlyyBxOk
ours_gan_high,ours_gan_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8INHc6POnO_7rnKIqh
minnen_mse_low,ours_gan_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8INLK6QkK2eOC0pfsp
bpg_med_3_v2,minnen_mse_high,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8INNgSihZk8KeH_t6N
minnen_mse_high,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8INP_SRmm3BY43Js0k
minnen_mse_high,ours_gan_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8INRiO86WmYXeoNpg4
minnen_mse_high,minnen_mse_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,a251fc93b93865a1649bdcdb1989dea0.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8INSQTR0BJP5pCKjRq
minnen_mse_low,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[70, 502, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8INSwcOmUFXAe5V0OK
minnen_mse_low,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IO2Is0WT2_PGzTaF2
ours_gan_med,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IO3dfnmnvq5kFfn4H
bpg_med_3_v2,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IO8E0WOXyglkDbyq-
bpg_med_3_v2,minnen_mse_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IO9NtgGidmRZdCp5P
minnen_mse_low,minnen_mse_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IOBFIh3joN4Otyr3s
bpg_med_3_v2,minnen_mse_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IOD-cdcOOqryeXbHh
minnen_mse_low,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IOGm7MOihTISJMorW
bpg_med_3_v2,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IOJ219yaudIBoLVIb
bpg_med_2_v2,minnen_mse_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IOPYb_srm5Qtv3U7U
bpg_med_2_v2,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IOSrkHNSQe0iTIHWa
bpg_med_2_v2,bpg_med_3_v2,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IOxTBJJXFSRaLINko
minnen_mse_med,ours_gan_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IP18sSc18n4e6UDR6
bpg_med_2_v2,ours_gan_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IP6s_l2KYfaCcrokf
bpg_med_3_v2,ours_gan_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IP8IbLysK60QltpPK
minnen_mse_high,ours_gan_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IPBZbE2MQf93b7I6L
bpg_med_2_v2,minnen_mse_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IPGvha_82LooyIDeL
minnen_mse_high,ours_gan_high,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,58c136e73333a653f526e186ae264606.png,"[358, 276, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IPLkqIXIcKhvfdo72
ours_gan_med,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IPhKsfCTDInDszy9Y
bpg_med_3_v2,ours_gan_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IPu36ZJhHYjvTMJ1K
bpg_med_3_v2,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IPvZpcprxqosUC1A2
bpg_med_3_v2,minnen_mse_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IQ15wb-EI63Nhrsba
minnen_mse_med,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IQ1eTacBNgZl3NBjv
bpg_med_3_v2,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IQ56CF_H27SfdrEjG
ours_gan_high,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IQA5cjYYaokuuI7Bi
bpg_med_2_v2,bpg_med_3_v2,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IQFl3c2Uovj1UNCku
bpg_med_2_v2,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IQHLYTBOOgzG-B4eM
bpg_med_3_v2,ours_gan_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IQQ82kHFqBi_EhxKz
ours_gan_high,ours_gan_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IQX7f5h5qRCwyVVPK
bpg_med_3_v2,minnen_mse_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IQYrzG6xlOdUu0AVs
minnen_mse_low,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IQZHouzX_yyowuh1b
minnen_mse_low,minnen_mse_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IQ_Ht1ZAjTXH_gTwk
bpg_med_3_v2,minnen_mse_high,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IQauccqpkK0-FwvnL
minnen_mse_high,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IQbR61BzbytjKrhn_
minnen_mse_high,minnen_mse_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,95e7deacfe5e03bd1c668d2ece54f77b.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IQesmblTB6ZGKGzbI
minnen_mse_low,ours_gan_med,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,afa0a2b3e76a7bd4f0ded4d9237bdd51.png,"[396, 281, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IQftcMzdPCxFp8ZCz
minnen_mse_low,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,afa0a2b3e76a7bd4f0ded4d9237bdd51.png,"[571, 39, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ISCyj9fM2oHBNXM9m
bpg_med_3_v2,minnen_mse_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,afa0a2b3e76a7bd4f0ded4d9237bdd51.png,"[571, 39, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ISGIQVku0stO4Qtfr
bpg_med_3_v2,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,afa0a2b3e76a7bd4f0ded4d9237bdd51.png,"[571, 39, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ISIU_RaEwM4V1g-bQ
minnen_mse_med,ours_lpips_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,afa0a2b3e76a7bd4f0ded4d9237bdd51.png,"[571, 39, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ISKbqNMUDWT6ORJOw
minnen_mse_low,minnen_mse_med,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,afa0a2b3e76a7bd4f0ded4d9237bdd51.png,"[571, 39, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ISLi77aqYhVTsS0Th
minnen_mse_med,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,afa0a2b3e76a7bd4f0ded4d9237bdd51.png,"[571, 39, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ISO0BUxt8zmIaE44W
bpg_med_3_v2,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,afa0a2b3e76a7bd4f0ded4d9237bdd51.png,"[571, 39, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ISPd6cRW-17oy1R6S
bpg_med_2_v2,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,afa0a2b3e76a7bd4f0ded4d9237bdd51.png,"[571, 39, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ISSHUlnNae7-1-nRh
bpg_med_2_v2,ours_gan_high,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,afa0a2b3e76a7bd4f0ded4d9237bdd51.png,"[571, 39, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ISTSqjQk2okJvrYRd
bpg_med_2_v2,bpg_med_3_v2,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,afa0a2b3e76a7bd4f0ded4d9237bdd51.png,"[571, 39, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ISXcArD20XS9JVMI-
ours_gan_low,ours_lpips_low,0,0,A,4waj7CIlxGSkntyi60OEIstKdy53,afa0a2b3e76a7bd4f0ded4d9237bdd51.png,"[571, 39, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8IS_46tRLLbbK7lBrd
bpg_med_3_v2,ours_gan_low,0,0,B,4waj7CIlxGSkntyi60OEIstKdy53,afa0a2b3e76a7bd4f0ded4d9237bdd51.png,"[571, 39, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8ISnamtQ1tzsnbPtpv
